step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
1645,1586644,6580,0.09300273445163187,0.75,0.9893617021276596
1646,1587192,6584,0.1301115397570327,0.75,0.9696969696969697
1647,1588412,6588,0.09328450691204174,0.5,0.9772727272727273
1648,1589728,6592,0.12396407575670267,0.75,0.9873417721518988
1649,1590916,6596,0.09099717855670891,0.75,0.9918032786885246
1650,1591720,6600,0.11667190061547338,0.75,0.9925925925925926
1651,1593228,6604,0.09464989584417778,0.75,0.9906542056074766
1652,1594160,6608,0.10569722771222835,0.75,0.991869918699187
1653,1595508,6612,0.1260205643633705,0.0,0.9607843137254902
1654,1596504,6616,0.14232332685165555,0.75,0.9944444444444445
1655,1597340,6620,0.13492481804503148,1.0,1.0
1656,1597824,6624,0.11028109213180924,1.0,1.0
1657,1598692,6628,0.12732067132908,0.5,0.9722222222222222
1658,1599784,6632,0.0966073300171505,0.25,0.9354838709677419
1659,1601100,6636,0.13635629369698352,0.75,0.9883720930232558
1660,1601712,6640,0.11602062969349856,1.0,1.0
1661,1603028,6644,0.11310692632351331,0.5,0.9532710280373832
1662,1604280,6648,0.11300086337104208,0.5,0.971830985915493
1663,1605724,6652,0.08978660763735387,0.75,0.9866666666666667
1664,1606304,6656,0.13873047926812873,0.75,0.9850746268656716
1665,1606852,6660,0.14244746672545458,0.5,0.9795918367346939
1666,1607432,6664,0.1089222999276993,0.5,0.9090909090909091
1667,1608012,6668,0.1613809423292397,1.0,1.0
1668,1608816,6672,0.09681707492228071,0.5,0.96875
1669,1610932,6676,0.0911691785017818,0.5,0.9753086419753086
1670,1611768,6680,0.1067185709409178,1.0,1.0
1671,1612860,6684,0.0876744431768171,0.75,0.990990990990991
1672,1613824,6688,0.09453062403554566,1.0,1.0
1673,1614660,6692,0.0955051089141177,0.75,0.9882352941176471
1674,1615784,6696,0.06927477601891276,1.0,1.0
1675,1616652,6700,0.09483984919942064,0.25,0.9508196721311475
1676,1617520,6704,0.11356765200205564,0.75,0.9905660377358491
1677,1618164,6708,0.13441921844916677,0.25,0.9714285714285714
1678,1618936,6712,0.11208375398287224,0.5,0.9615384615384616
1679,1619772,6716,0.1148326774656542,0.5,0.9870967741935484
1680,1620704,6720,0.10512247080172192,0.75,0.990909090909091
1681,1622628,6724,0.07942512304336645,1.0,1.0
1682,1624584,6728,0.108810655264446,0.25,0.9739130434782609
1683,1625260,6732,0.14542262589242758,1.0,1.0
1684,1626096,6736,0.13764438454664038,0.75,0.9901960784313726
1685,1626836,6740,0.12419555592619357,0.5,0.96
1686,1627704,6744,0.0994938539582364,0.5,0.9831932773109243
1687,1628604,6748,0.07433926489051267,0.25,0.953125
1688,1630112,6752,0.07821320419603522,0.25,0.6923076923076923
1689,1631204,6756,0.157572989426049,0.0,0.948051948051948
1690,1631784,6760,0.1370703662883736,1.0,1.0
1691,1632908,6764,0.09963345764094175,0.5,0.9444444444444444
1692,1633552,6768,0.11783876792812278,1.0,1.0
1693,1634196,6772,0.10306726395379018,0.5,0.9354838709677419
1694,1635288,6776,0.12088518311399812,0.75,0.9807692307692307
1695,1636220,6780,0.14905657211531304,0.25,0.9724137931034482
1696,1636640,6784,0.1683038061371456,0.5,0.9655172413793104
1697,1637572,6788,0.05773618891147972,0.5,0.9791666666666666
1698,1637960,6792,0.13793753062815817,1.0,1.0
1699,1638316,6796,0.14718896299527692,0.75,0.98
1700,1639312,6800,0.11766115647673905,0.5,0.986013986013986
1701,1640500,6804,0.10517621510622761,0.5,0.974025974025974
1702,1641240,6808,0.11242112693975183,1.0,1.0
1703,1642140,6812,0.10007579761413929,1.0,1.0
1704,1642752,6816,0.1268163126248035,0.75,0.9925373134328358
1705,1643396,6820,0.10874484661697566,1.0,1.0
1706,1644648,6824,0.1345610771361371,0.5,0.9487179487179487
1707,1645772,6828,0.1487021629631359,0.0,0.9365079365079365
1708,1647888,6832,0.10795535378159252,0.0,0.9439252336448598
1709,1648724,6836,0.1356409737519726,1.0,1.0
1710,1649464,6840,0.09513360534107428,0.75,0.9861111111111112
1711,1650236,6844,0.14912707121451926,0.75,0.9863013698630136
1712,1650880,6848,0.1354927852819961,0.75,0.9298245614035088
1713,1651652,6852,0.08800018665012155,0.5,0.9714285714285714
1714,1652232,6856,0.10019921299586723,0.75,0.9859154929577465
1715,1653132,6860,0.09995929674995654,0.75,0.9915966386554622
1716,1654064,6864,0.14846143682890148,0.25,0.9347826086956522
1717,1655252,6868,0.14922189871124858,0.0,0.9716312056737588
1718,1655864,6872,0.15556932893032985,0.5,0.9607843137254902
1719,1656444,6876,0.14208494867583582,1.0,1.0
1720,1657504,6880,0.10409248185579917,0.5,0.9705882352941176
1721,1657988,6884,0.12598231603448612,0.5,0.9809523809523809
1722,1658856,6888,0.12131074469666911,0.5,0.9797979797979798
1723,1659628,6892,0.0859780106257189,1.0,1.0
1724,1660112,6896,0.1388182777600028,0.75,0.9821428571428571
1725,1661300,6900,0.10731237934407466,0.75,0.9746835443037974
1726,1661976,6904,0.13503712470992493,0.75,0.9882352941176471
1727,1665404,6908,0.0805459510238003,0.75,0.9913793103448276
1728,1666624,6912,0.10748621035346728,0.25,0.9779411764705882
1729,1667364,6916,0.12950154203850595,0.5,0.9834710743801653
1730,1668648,6920,0.10272787453271555,0.25,0.9696969696969697
1731,1669868,6924,0.10506309644572098,0.5,0.979381443298969
1732,1670768,6928,0.14576568807153997,0.25,0.8548387096774194
1733,1671636,6932,0.13452764426671954,0.75,0.9916666666666667
1734,1672408,6936,0.11433256677711552,0.5,0.974025974025974
1735,1673404,6940,0.10455516958185809,0.5,0.9829059829059829
1736,1674272,6944,0.0949318339763802,0.5,0.9814814814814815
1737,1675108,6948,0.10365410028235532,0.75,0.9895833333333334
1738,1675592,6952,0.1328678138988807,0.0,0.8857142857142857
1739,1676172,6956,0.10189130144177169,0.75,0.9811320754716981
1740,1676784,6960,0.156743771399346,0.5,0.975
1741,1677748,6964,0.096391135366633,0.25,0.9655172413793104
1742,1678392,6968,0.12916520739831366,0.75,0.9882352941176471
1743,1679740,6972,0.09764803961752067,0.5,0.9607843137254902
1744,1680512,6976,0.10900368091031042,0.75,0.987012987012987
1745,1681316,6980,0.1322017736219297,0.75,0.9863013698630136
1746,1681992,6984,0.13149629157714024,0.75,0.9935897435897436
1747,1682668,6988,0.12265315287059282,0.75,0.9888888888888889
1748,1683504,6992,0.09103329433541128,0.75,0.9767441860465116
1749,1684308,6996,0.13465951838223522,0.0,0.9595959595959596
1750,1684824,7000,0.1173635816449464,0.5,0.9759036144578314
1751,1686716,7004,0.09853592230548876,0.75,0.9919354838709677
1752,1687776,7008,0.0681095707270067,1.0,1.0
1753,1688708,7012,0.11971474132347872,0.5,0.9823008849557522
1754,1689736,7016,0.12113854182701861,1.0,1.0
1755,1690092,7020,0.15136248458259632,1.0,1.0
1756,1690960,7024,0.14297762341244244,0.5,0.96
1757,1692116,7028,0.12961738017536303,0.75,0.9868421052631579
1758,1693208,7032,0.16630802291108684,0.25,0.976878612716763
1759,1693628,7036,0.12713135661365282,0.75,0.9642857142857143
1760,1694432,7040,0.11345795919582781,0.5,0.9479166666666666
1761,1695108,7044,0.11827612145386117,0.75,0.9924242424242424
1762,1696040,7048,0.11224473476154025,0.75,0.9354838709677419
1763,1697036,7052,0.07506126717769776,0.5,0.9666666666666667
1764,1698224,7056,0.10295378453185075,0.5,0.9830508474576272
1765,1698580,7060,0.13654072420906457,1.0,1.0
1766,1699544,7064,0.11905038363480419,1.0,1.0
1767,1700284,7068,0.1374919313709876,0.75,0.9866666666666667
1768,1701344,7072,0.09366550039081632,0.75,0.9895833333333334
1769,1702052,7076,0.1371312318642908,0.5,0.9787234042553191
1770,1703016,7080,0.09365645927176851,0.75,0.9915966386554622
1771,1704012,7084,0.10767240451914661,0.5,0.9841269841269841
1772,1705936,7088,0.11070428962032194,0.75,0.9923664122137404
1773,1706740,7092,0.12117462658248548,0.75,0.9917355371900827
1774,1707736,7096,0.12899764833800564,0.75,0.9919354838709677
1775,1709276,7100,0.08803929214079394,0.75,0.9878048780487805
1776,1709984,7104,0.11793194157690777,0.75,0.9846153846153847
1777,1710468,7108,0.14087904334360468,0.75,0.9848484848484849
1778,1710984,7112,0.18052546505149114,0.75,0.9818181818181818
1779,1711916,7116,0.0958878297636431,0.75,0.9841269841269841
1780,1712432,7120,0.12418144691661687,1.0,1.0
1781,1713300,7124,0.12169590477932736,0.75,0.9878048780487805
1782,1714072,7128,0.09128361696830495,0.25,0.9117647058823529
1783,1714876,7132,0.16163321595198452,1.0,1.0
1784,1715648,7136,0.14286031486348563,0.5,0.9775280898876404
1785,1716772,7140,0.09897273150974753,0.5,0.9836065573770492
1786,1717480,7144,0.17361958618833037,0.25,0.9375
1787,1718604,7148,0.10129055657882673,0.75,0.9866666666666667
1788,1719216,7152,0.11253988240427441,1.0,1.0
1789,1719924,7156,0.12545646192346457,0.25,0.9558823529411765
1790,1720824,7160,0.10295942380363234,0.5,0.9393939393939394
1791,1721596,7164,0.10871536357842831,0.75,0.9855072463768116
1792,1722144,7168,0.12487088838332688,0.75,0.9649122807017544
1793,1722820,7172,0.1565353473519281,0.75,0.9888888888888889
1794,1723560,7176,0.12852726896881558,0.25,0.9719626168224299
1795,1724524,7180,0.11718404311126064,0.75,0.9901960784313726
1796,1725168,7184,0.10630762718145208,1.0,1.0
1797,1725716,7188,0.09225104370737697,0.75,0.9787234042553191
1798,1726840,7192,0.10035381858845624,0.25,0.9752066115702479
1799,1727676,7196,0.11668512879582986,0.75,0.98989898989899
1800,1728320,7200,0.13164566722114104,0.5,0.9726027397260274
1801,1729604,7204,0.09486642230246492,0.5,0.9444444444444444
1802,1730792,7208,0.1070285355472863,1.0,1.0
1803,1731436,7212,0.12901364422739872,1.0,1.0
1804,1732656,7216,0.07439497182270449,0.75,0.9833333333333333
1805,1734932,7220,0.1277730641997473,0.5,0.9868421052631579
1806,1735608,7224,0.1454838028492779,0.25,0.958904109589041
1807,1737692,7228,0.08080331319019576,0.75,0.9859154929577465
1808,1738496,7232,0.1359300473961317,0.75,0.9887640449438202
1809,1740324,7236,0.08681235939163963,0.75,0.9833333333333333
1810,1741288,7240,0.10559290263079132,0.75,0.9859154929577465
1811,1741932,7244,0.10445537230930876,0.75,0.991304347826087
1812,1742512,7248,0.11386153981374138,0.5,0.967741935483871
1813,1743476,7252,0.099368480236147,0.75,0.98
1814,1744184,7256,0.135841250139277,0.75,0.9714285714285714
1815,1744956,7260,0.09335952334535187,0.75,0.991304347826087
1816,1745504,7264,0.1117041269887148,0.5,0.9714285714285714
1817,1746404,7268,0.10671600177015117,1.0,1.0
1818,1748392,7272,0.08295672862124626,0.5,0.9846153846153847
1819,1749004,7276,0.11396162394239101,0.75,0.9636363636363636
1820,1750160,7280,0.10220379282683682,0.75,0.9901960784313726
1821,1752884,7284,0.1024652905662962,0.0,0.9696969696969697
1822,1753688,7288,0.09139059395662201,0.75,0.9917355371900827
1823,1755004,7292,0.10557047289210433,0.75,0.992
1824,1756512,7296,0.0937951195742829,0.5,0.9666666666666667
1825,1757380,7300,0.13382638197994184,0.5,0.9801980198019802
1826,1758472,7304,0.09513323578664747,0.5,0.9841269841269841
1827,1759244,7308,0.10129677471331733,0.75,0.9905660377358491
1828,1759728,7312,0.12523085773777418,0.5,0.9649122807017544
1829,1760724,7316,0.13557978281718763,0.75,0.9901960784313726
1830,1761528,7320,0.12107027239326207,0.5,0.9661016949152542
1831,1762684,7324,0.10375842988299856,0.25,0.9761904761904762
1832,1763936,7328,0.11539396245712105,0.25,0.9732142857142857
1833,1765156,7332,0.09589582543522389,0.75,0.9939024390243902
1834,1765672,7336,0.11238098780131371,0.5,0.9710144927536232
1835,1766348,7340,0.11067829756652399,0.75,0.9878048780487805
1836,1767184,7344,0.10077204456801514,0.25,0.9693877551020408
1837,1767668,7348,0.14869570006263652,1.0,1.0
1838,1769080,7352,0.12374186376186412,0.5,0.9827586206896551
1839,1769756,7356,0.18436090227561183,0.75,0.9868421052631579
1840,1770688,7360,0.12722014893438482,0.75,0.9915254237288136
1841,1771524,7364,0.10174526107892091,0.75,0.9932432432432432
1842,1772168,7368,0.10249973781198048,0.5,0.9818181818181818
1843,1773004,7372,0.10653473843141269,1.0,1.0
1844,1773968,7376,0.12715040614098394,0.25,0.927536231884058
1845,1775028,7380,0.0898300642905576,1.0,1.0
1846,1776152,7384,0.1152418061035765,0.5,0.9733333333333334
1847,1777212,7388,0.12610359163318197,0.75,0.989010989010989
1848,1778016,7392,0.11730748261834442,0.5,0.9814814814814815
1849,1778724,7396,0.10813136492180465,0.5,0.9591836734693877
1850,1779496,7400,0.08979272298724644,0.5,0.9863013698630136
1851,1781164,7404,0.10246006591177778,0.5,0.9801980198019802
1852,1781648,7408,0.1210109252884252,0.75,0.9855072463768116
1853,1782548,7412,0.11643531874270449,1.0,1.0
1854,1783800,7416,0.11492141387450591,1.0,1.0
1855,1784476,7420,0.15369824487770659,0.25,0.95
1856,1785152,7424,0.12330859682381712,0.25,0.9428571428571428
1857,1786564,7428,0.0950285101447371,0.75,0.9772727272727273
1858,1789352,7432,0.08525725106700867,0.25,0.9736842105263158
1859,1790252,7436,0.09432849275641611,1.0,1.0
1860,1791312,7440,0.12577920302579712,0.25,0.9722222222222222
1861,1792308,7444,0.11247024782311124,0.5,0.9809523809523809
1862,1792664,7448,0.16088351827975514,1.0,1.0
1863,1793820,7452,0.09449879572216345,0.25,0.958904109589041
1864,1795008,7456,0.10169046288402611,0.75,0.9918032786885246
1865,1795684,7460,0.09486485805057021,0.75,0.9918032786885246
1866,1796584,7464,0.10835028613332034,0.75,0.9857142857142858
1867,1797132,7468,0.15102928547084826,0.75,0.9896907216494846
1868,1798032,7472,0.11000067941072852,0.75,0.9743589743589743
1869,1799604,7476,0.11435913756572548,0.75,0.9907407407407407
1870,1800504,7480,0.15707881292010603,0.5,0.9767441860465116
1871,1801180,7484,0.13240658274411268,0.5,0.9583333333333334
1872,1802144,7488,0.1367118882436911,0.25,0.9793103448275862
1873,1802980,7492,0.10644606036229304,0.75,0.9871794871794872
1874,1803528,7496,0.137145526605155,0.5,0.967391304347826
1875,1804812,7500,0.09643354328948439,0.75,0.9901960784313726
1876,1805680,7504,0.09663016652730565,0.75,0.9767441860465116
1877,1807092,7508,0.10355279918951642,0.0,0.9731182795698925
1878,1807704,7512,0.13822068806463336,0.5,0.9655172413793104
1879,1808220,7516,0.10760341816114931,0.5,0.9591836734693877
1880,1809504,7520,0.08419932683225789,0.25,0.95
1881,1810052,7524,0.16536065904239275,0.5,0.9142857142857143
1882,1810952,7528,0.07838174306145171,0.75,0.9871794871794872
1883,1812076,7532,0.08625680693982232,0.75,0.9916666666666667
1884,1812624,7536,0.11710499301390008,0.75,0.9166666666666666
1885,1813492,7540,0.09474722031379008,0.75,0.9915254237288136
1886,1814616,7544,0.10382795435578307,0.75,0.9932885906040269
1887,1815324,7548,0.13955181881343817,0.75,0.9814814814814815
1888,1816288,7552,0.13495841404585812,0.5,0.9705882352941176
1889,1817444,7556,0.08241843478543293,0.75,0.9923664122137404
1890,1818344,7560,0.14139125058535262,0.5,0.99
1891,1819596,7564,0.1041818067100102,0.5,0.95
1892,1820176,7568,0.1297778367194854,1.0,1.0
1893,1821140,7572,0.09952807367687097,0.5,0.978494623655914
1894,1822552,7576,0.15136045274776846,0.5,0.9842105263157894
1895,1823356,7580,0.16230343352964963,0.25,0.968421052631579
1896,1824032,7584,0.10265911147496591,0.75,0.9928057553956835
1897,1825092,7588,0.1044578213456763,0.5,0.9682539682539683
1898,1826536,7592,0.12855267738478926,0.25,0.9772727272727273
1899,1827724,7596,0.12909546572493433,0.5,0.96
1900,1828400,7600,0.13497462826384354,0.5,0.9818181818181818
1901,1829588,7604,0.11969744213872686,0.25,0.9552238805970149
1902,1830040,7608,0.1284167785471976,0.5,0.9636363636363636
1903,1830812,7612,0.10409258554694782,0.5,0.9801980198019802
1904,1831232,7616,0.12347781040511921,0.75,0.9857142857142858
1905,1832388,7620,0.09692457486981848,0.5,0.9809523809523809
1906,1834280,7624,0.10871768853738552,0.25,0.9560439560439561
1907,1834828,7628,0.1283191978578376,0.5,0.9523809523809523
1908,1835664,7632,0.08530280577672708,1.0,1.0
1909,1836660,7636,0.1261040254223668,0.5,0.9787234042553191
1910,1837624,7640,0.1353232313079317,0.5,0.96875
1911,1838012,7644,0.1442854159750674,1.0,1.0
1912,1838688,7648,0.14089834256636877,0.75,0.9929078014184397
1913,1839268,7652,0.16276439185585298,0.0,0.9354838709677419
1914,1839848,7656,0.13944260617139195,0.5,0.9759036144578314
1915,1841452,7660,0.08420092669846221,0.75,0.9897959183673469
1916,1841968,7664,0.1259759172546862,1.0,1.0
1917,1843284,7668,0.07350348464725577,0.75,0.9895833333333334
1918,1844344,7672,0.06683614608721723,1.0,1.0
1919,1845308,7676,0.0778617650557553,0.75,0.9878048780487805
1920,1846688,7680,0.10896374868799877,0.25,0.9506172839506173
1921,1847236,7684,0.10893570146225316,0.75,0.9807692307692307
1922,1848136,7688,0.09755309742386142,0.5,0.9629629629629629
1923,1849068,7692,0.1127318244616373,0.75,0.9880952380952381
1924,1850352,7696,0.1146980143288856,0.5,0.9855072463768116
1925,1851924,7700,0.09941798896322876,0.5,0.958904109589041
1926,1853144,7704,0.09404692671590434,0.75,0.9896907216494846
1927,1854908,7708,0.09145989107907189,0.75,0.9884393063583815
1928,1855680,7712,0.1407225700261985,0.25,0.9662921348314607
1929,1857156,7716,0.09339789408965753,0.75,0.9879518072289156
1930,1857864,7720,0.14047427879595398,0.5,0.9538461538461539
1931,1858412,7724,0.08969886279070534,0.5,0.9583333333333334
1932,1858992,7728,0.10883379812748843,0.5,0.9805825242718447
1933,1860180,7732,0.08929445507853763,0.0,0.9444444444444444
1934,1860792,7736,0.14889062877330078,0.75,0.9857142857142858
1935,1861468,7740,0.07864444428740962,0.75,0.9871794871794872
1936,1862112,7744,0.0903818098529801,0.75,0.9821428571428571
1937,1862628,7748,0.1396070777307808,0.75,0.9830508474576272
1938,1863784,7752,0.12281293670816901,0.75,0.9887640449438202
1939,1864332,7756,0.10405820041337843,0.5,0.9393939393939394
1940,1865264,7760,0.10373210017166576,0.75,0.990990990990991
1941,1865844,7764,0.14701964600635958,0.75,0.9911504424778761
1942,1866808,7768,0.13038696421447613,0.5,0.9791666666666666
1943,1867420,7772,0.11495283523224073,0.75,0.98
1944,1869152,7776,0.0840708941104707,0.5,0.9814814814814815
1945,1870116,7780,0.08397653309011502,0.25,0.972972972972973
1946,1870760,7784,0.141265604123377,1.0,1.0
1947,1871724,7788,0.08099941450711506,0.5,0.9752066115702479
1948,1873168,7792,0.08752610831584025,0.5,0.9811320754716981
1949,1874292,7796,0.10705103953465403,0.5,0.9831932773109243
1950,1874872,7800,0.16575936512950518,0.5,0.926829268292683
1951,1876156,7804,0.1163851015383224,0.5,0.9848484848484849
1952,1876608,7808,0.14914481490231263,0.5,0.9487179487179487
1953,1877252,7812,0.090028009655876,1.0,1.0
1954,1878664,7816,0.14392522252129905,0.5,0.9603960396039604
1955,1879756,7820,0.10885674406818426,0.75,0.9919354838709677
1956,1880496,7824,0.1326046121208335,0.5,0.9830508474576272
1957,1881044,7828,0.10730833901479554,0.75,0.9838709677419355
1958,1882520,7832,0.09144024472149286,0.5,0.9813084112149533
1959,1883708,7836,0.11662612195212775,0.25,0.9552238805970149
1960,1883968,7840,0.16142973950641493,1.0,1.0
1961,1884772,7844,0.09945814078135334,0.5,0.9746835443037974
1962,1885736,7848,0.10475188588894087,1.0,1.0
1963,1886892,7852,0.12552289847883555,0.25,0.9836956521739131
1964,1888144,7856,0.12445711845197323,0.75,0.9864864864864865
1965,1889076,7860,0.10618978035790763,0.75,0.9714285714285714
1966,1889848,7864,0.12416740525198632,0.75,0.9921875
1967,1892092,7868,0.09565396199066195,0.75,0.9754098360655737
1968,1892896,7872,0.13154948143445155,0.75,0.9918032786885246
1969,1893508,7876,0.12207564841349597,0.75,0.9777777777777777
1970,1894408,7880,0.10280099352699756,0.75,0.99
1971,1895500,7884,0.11010271615546355,0.75,0.9863013698630136
1972,1896336,7888,0.12466310647055824,0.5,0.972972972972973
1973,1898388,7892,0.08786886105048727,0.25,0.9365079365079365
1974,1899576,7896,0.07699569433567412,0.25,0.9516129032258065
1975,1900956,7900,0.08266533662545268,0.0,0.9611650485436893
1976,1901664,7904,0.14120042932087837,0.75,0.9682539682539683
1977,1902436,7908,0.1070356262702255,0.75,0.9900990099009901
1978,1902984,7912,0.13642950960019917,0.5,0.9787234042553191
1979,1904044,7916,0.07151943198851209,0.75,0.9629629629629629
1980,1905712,7920,0.09605855680855242,0.25,0.9690721649484536
1981,1906484,7924,0.10160614131493816,0.5,0.9841269841269841
1982,1907064,7928,0.14216694646457867,0.75,0.990909090909091
1983,1909180,7932,0.07337195067148324,0.0,0.9245283018867925
1984,1909888,7936,0.11334466658067828,0.5,0.9726027397260274
1985,1912100,7940,0.07696120765407154,0.5,0.972972972972973
1986,1913096,7944,0.10030411843978451,0.5,0.9534883720930233
1987,1913804,7948,0.1447572564808167,0.25,0.9659090909090909
1988,1914576,7952,0.09939758679575772,0.75,0.9821428571428571
1989,1916084,7956,0.14059534440705804,0.25,0.9711538461538461
1990,1916664,7960,0.16646442772873138,0.5,0.9298245614035088
1991,1917340,7964,0.11994991358621505,0.75,0.9888888888888889
1992,1917792,7968,0.12738897362736198,0.5,0.9454545454545454
1993,1918212,7972,0.12617407281003362,0.75,0.96
1994,1918952,7976,0.09788422823133519,0.25,0.9693877551020408
1995,1919500,7980,0.13358003143735078,0.75,0.9894736842105263
1996,1920144,7984,0.07919823032616026,1.0,1.0
1997,1921044,7988,0.13260877744272417,0.25,0.9659090909090909
1998,1921688,7992,0.13723675924139245,0.5,0.9770114942528736
1999,1922492,7996,0.11921867251448819,0.5,0.9777777777777777
2000,1924160,8000,0.08849403924343696,0.5,0.9761904761904762
2001,1924868,8004,0.1643877508679198,0.25,0.967741935483871
2002,1925576,8008,0.1280581314115277,0.75,0.9868421052631579
2003,1927148,8012,0.11725521190210608,0.25,0.9669421487603306
2004,1928112,8016,0.07594853540615425,0.25,0.8888888888888888
2005,1929012,8020,0.142076123929918,0.5,0.98
2006,1929528,8024,0.13895491837137752,0.5,0.96
2007,1930684,8028,0.08285815218857095,0.5,0.9454545454545454
2008,1931200,8032,0.13430062575949536,0.75,0.984375
2009,1932612,8036,0.09127372886176982,0.5,0.9666666666666667
2010,1933320,8040,0.12354117704219535,0.5,0.9823008849557522
2011,1934572,8044,0.16059168003497146,0.25,0.967032967032967
2012,1935376,8048,0.09115633932932132,0.5,0.9259259259259259
2013,1935860,8052,0.12355732118916052,0.75,0.975
2014,1936504,8056,0.07850531908895267,1.0,1.0
2015,1937180,8060,0.14996486783356688,0.75,0.987012987012987
2016,1938144,8064,0.07057745956616768,0.75,0.99
2017,1938596,8068,0.14214670800788223,1.0,1.0
2018,1939304,8072,0.10079961393209148,0.75,0.9923664122137404
2019,1940140,8076,0.10167664095801475,0.25,0.9516129032258065
2020,1941008,8080,0.10541017067516394,1.0,1.0
2021,1941876,8084,0.13715516983233372,0.0,0.9333333333333333
2022,1942456,8088,0.11874069481175709,0.5,0.9615384615384616
2023,1943484,8092,0.10758092278716375,0.0,0.8648648648648649
2024,1944288,8096,0.12840347861831222,0.5,0.9824561403508771
2025,1945508,8100,0.1147568622049926,0.75,0.9900990099009901
2026,1946216,8104,0.151532279445153,0.25,0.9739130434782609
2027,1946764,8108,0.16297284725352068,0.75,0.9838709677419355
2028,1947664,8112,0.10962518003268953,0.25,0.9794520547945206
2029,1948660,8116,0.08194118258342992,0.5,0.9831932773109243
2030,1949528,8120,0.1440576490079429,0.5,0.9518072289156626
2031,1950204,8124,0.1420375638135398,0.25,0.9491525423728814
2032,1950944,8128,0.13906757757811572,0.75,0.972972972972973
2033,1952068,8132,0.1117135469727672,0.25,0.9719626168224299
2034,1952648,8136,0.12645646486606751,0.75,0.9859154929577465
2035,1953132,8140,0.12101143152693912,1.0,1.0
2036,1954224,8144,0.12152116279876768,1.0,1.0
2037,1955476,8148,0.1237910658752354,0.5,0.9880952380952381
2038,1956856,8152,0.13720378561789073,0.5,0.9803921568627451
2039,1957628,8156,0.1141863573580084,0.5,0.9722222222222222
2040,1958752,8160,0.1127886294031429,0.25,0.9454545454545454
2041,1959716,8164,0.1482286517119806,0.25,0.9711538461538461
2042,1960328,8168,0.11522794565901755,0.75,0.9859154929577465
2043,1961068,8172,0.12473564860813847,0.75,0.9921875
2044,1961776,8176,0.09069776629120938,0.75,0.9879518072289156
2045,1963380,8180,0.1240272496042245,0.25,0.958904109589041
2046,1964088,8184,0.12285313586865826,0.75,0.9866666666666667
2047,1964668,8188,0.10153138020075046,0.75,0.9807692307692307
2048,1966368,8192,0.10717938234727171,0.75,0.9836065573770492
2049,1968900,8196,0.08457415247190396,0.75,0.9907407407407407
2050,1971112,8200,0.08385467780692014,0.75,0.9937888198757764
2051,1972268,8204,0.10201698743127777,0.25,0.9818181818181818
2052,1973072,8208,0.10082825215531158,0.25,0.9558823529411765
2053,1973652,8212,0.1432598307537525,1.0,1.0
2054,1974488,8216,0.088860361001523,0.75,0.9420289855072463
2055,1975676,8220,0.10311002247704198,0.75,0.9863013698630136
2056,1976672,8224,0.10371487177101686,0.5,0.9902912621359223
2057,1978180,8228,0.09784821617907506,0.25,0.9834254143646409
2058,1978728,8232,0.12450204505684773,0.5,0.9655172413793104
2059,1980556,8236,0.079174738446048,0.75,0.9811320754716981
2060,1982800,8240,0.09680460433534602,0.5,0.9859154929577465
2061,1983636,8244,0.11605210679736855,0.75,0.9818181818181818
2062,1985944,8248,0.078817812022222,0.5,0.9820359281437125
2063,1986844,8252,0.15210344572646312,0.5,0.9649122807017544
2064,1987936,8256,0.1136367924320985,0.75,0.9873417721518988
2065,1988196,8260,0.13054166027999473,0.5,0.92
2066,1988840,8264,0.144491510447855,0.5,0.9826086956521739
2067,1990444,8268,0.09167226074326543,0.25,0.96875
2068,1991248,8272,0.12552096187429773,0.5,0.9696969696969697
2069,1991764,8276,0.1342671540533698,0.25,0.953125
2070,1992632,8280,0.11210157461740924,0.5,0.9615384615384616
2071,1993340,8284,0.1249746433286278,0.5,0.978021978021978
2072,1993824,8288,0.1736695889889917,0.75,0.9814814814814815
2073,1994308,8292,0.16354128850482705,1.0,1.0
2074,1995208,8296,0.11623456655180067,0.5,0.9777777777777777
2075,1995820,8300,0.10608681958319759,0.5,0.9555555555555556
2076,1997840,8304,0.0962858146743569,0.5,0.9743589743589743
2077,1998804,8308,0.09539270062682395,0.5,0.9772727272727273
2078,1999736,8312,0.12605291290474493,0.5,0.9393939393939394
2079,2000508,8316,0.08104618020195323,0.25,0.94
2080,2002176,8320,0.07872900469847191,0.75,0.9864864864864865
2081,2003428,8324,0.10376617352841098,0.5,0.9759036144578314
2082,2004136,8328,0.134359927497099,0.5,0.9047619047619048
2083,2004748,8332,0.12570997914401638,0.5,0.9655172413793104
2084,2005040,8336,0.11061233059292748,1.0,1.0
2085,2006772,8340,0.10849483289842153,0.25,0.9826589595375722
2086,2007256,8344,0.1559858699490291,0.5,0.9310344827586207
2087,2007868,8348,0.13624774149842467,0.25,0.96875
2088,2009024,8352,0.10704831851452162,0.75,0.9912280701754386
2089,2010532,8356,0.10280968232804183,0.75,0.9950248756218906
2090,2011272,8360,0.1247061951556904,0.25,0.9705882352941176
2091,2012012,8364,0.14174239570464756,0.25,0.9523809523809523
2092,2013008,8368,0.11507731820571589,0.75,0.9848484848484849
2093,2014356,8372,0.11441010325854352,0.75,0.9922480620155039
2094,2014840,8376,0.12979356169646017,0.25,0.8928571428571429
