step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
845,817652,3380,0.1258820263825217,0.5,0.9821428571428571
846,818488,3384,0.18162160373724007,0.25,0.9387755102040817
847,818972,3388,0.1542675472610372,0.25,0.9375
848,820064,3392,0.09490779581665243,0.0,0.9420289855072463
849,822180,3396,0.09880149809172255,0.25,0.9594594594594594
850,822856,3400,0.13813454830779004,0.25,0.9444444444444444
851,823916,3404,0.11181514388012294,0.75,0.9886363636363636
852,824848,3408,0.12612309249041936,1.0,1.0
853,825716,3412,0.1077474780540201,0.5,0.9719626168224299
854,826488,3416,0.08870861323556893,0.25,0.9464285714285714
855,827196,3420,0.14429407825855564,0.25,0.9444444444444444
856,827776,3424,0.13702714224895193,0.75,0.9841269841269841
857,828356,3428,0.1515723359376591,0.25,0.9666666666666667
858,829448,3432,0.11625676149126075,0.5,0.9803921568627451
859,830156,3436,0.1311222938358576,0.5,0.9753086419753086
860,830800,3440,0.17671931514254044,0.75,0.9868421052631579
861,832724,3444,0.11979799134369579,0.25,0.9690721649484536
862,833848,3448,0.13874147443893223,0.5,0.9772727272727273
863,834748,3452,0.12797253300301825,0.25,0.9594594594594594
864,835392,3456,0.1353668259364522,0.75,0.9722222222222222
865,836388,3460,0.13088756741227034,0.25,0.963855421686747
866,837256,3464,0.17008153978677235,0.25,0.9649122807017544
867,838572,3468,0.10338057466645033,0.5,0.9877300613496932
868,839248,3472,0.10583336553293861,0.5,0.975
869,840244,3476,0.13998817064820615,0.5,0.8653846153846154
870,841336,3480,0.12194484656808674,0.5,0.9811320754716981
871,842204,3484,0.10813765713074577,0.5,0.9545454545454546
872,843040,3488,0.11554416665307235,0.25,0.9716981132075472
873,843524,3492,0.1715633324346569,0.5,0.9512195121951219
874,844296,3496,0.11128436090594433,0.75,0.9818181818181818
875,844812,3500,0.12805216100018546,0.5,0.9733333333333334
876,845776,3504,0.1291425791457793,0.25,0.9615384615384616
877,846452,3508,0.14715320585058062,0.5,0.9733333333333334
878,847736,3512,0.12629725806250122,0.25,0.9620253164556962
879,848220,3516,0.1596693779693826,0.75,0.9318181818181818
880,849344,3520,0.11553170843263345,0.75,0.9903381642512077
881,850596,3524,0.09427873767813368,0.5,0.9716981132075472
882,851112,3528,0.12045874964819299,0.75,0.9814814814814815
883,851596,3532,0.10852510601053984,1.0,1.0
884,852560,3536,0.1462544820713995,0.25,0.9558823529411765
885,853748,3540,0.13742801690993964,0.25,0.9620253164556962
886,854776,3544,0.15558011053820514,0.25,0.9735099337748344
887,855708,3548,0.11972144750998687,0.75,0.9942857142857143
888,856224,3552,0.15298421137317034,0.25,0.926829268292683
889,857700,3556,0.09261348228852084,0.25,0.9540229885057471
890,858568,3560,0.15953374010818464,0.25,0.953125
891,859276,3564,0.16362962324341818,0.5,0.9789473684210527
892,859920,3568,0.16826277927920041,0.25,0.925
893,860308,3572,0.13414258421321942,0.75,0.967741935483871
894,862552,3576,0.09825470850736409,0.25,0.9420289855072463
895,863452,3580,0.14111510741841823,0.75,0.9882352941176471
896,864064,3584,0.14446028434556213,0.75,0.9903846153846154
897,864964,3588,0.1404663156819099,0.5,0.9858156028368794
898,865800,3592,0.12272238395840086,0.75,0.9777777777777777
899,867852,3596,0.10480850643810667,1.0,1.0
900,868432,3600,0.11128921499108627,1.0,1.0
901,869748,3604,0.131273958621378,0.25,0.9739130434782609
902,870136,3608,0.2060137777633515,0.0,0.8666666666666667
903,870716,3612,0.12155339844625845,1.0,1.0
904,871456,3616,0.1004950462257613,0.25,0.958904109589041
905,872388,3620,0.1049996633954538,0.75,0.9933774834437086
906,873832,3624,0.0865903322159928,0.5,0.9594594594594594
907,874476,3628,0.1470833171328164,0.25,0.9466666666666667
908,875152,3632,0.12878541557645903,0.75,0.9894736842105263
909,876116,3636,0.1313870958862816,0.5,0.9655172413793104
910,876728,3640,0.16244295786149443,0.5,0.9791666666666666
911,877660,3644,0.14534317164586594,0.0,0.9701492537313433
912,879136,3648,0.12954327614169314,0.75,0.990909090909091
913,879812,3652,0.12795207382302212,0.5,0.9803921568627451
914,880712,3656,0.08807458168241385,0.75,0.9795918367346939
915,881836,3660,0.11761139134767272,0.5,0.9885057471264368
916,882672,3664,0.13905415835306648,0.75,0.9811320754716981
917,884276,3668,0.08701414583918027,0.75,0.9863013698630136
918,885240,3672,0.1386928332201834,0.0,0.8387096774193549
919,886012,3676,0.159954871571152,0.75,0.9911504424778761
920,887424,3680,0.10264975295294082,0.25,0.925
921,888612,3684,0.14579145082257108,0.5,0.9464285714285714
922,889192,3688,0.17698845426023746,0.5,0.9716981132075472
923,890956,3692,0.08769494014542822,1.0,1.0
924,891760,3696,0.15959815803724633,0.5,0.9865771812080537
925,892532,3700,0.14635325164293947,0.5,0.970873786407767
926,893752,3704,0.1309699598214015,0.25,0.8846153846153846
927,894524,3708,0.10284367575167791,0.5,0.98
928,895424,3712,0.10693005968444062,0.75,0.9918032786885246
929,896452,3716,0.11629436107415436,0.75,0.9772727272727273
930,897480,3720,0.12943478964569632,0.25,0.92
931,899372,3724,0.09726574372537837,0.0,0.9606299212598425
932,901520,3728,0.0986656335430682,0.25,0.9444444444444444
933,902228,3732,0.1793796070572108,0.75,0.989247311827957
934,903096,3736,0.16651514616536373,0.25,0.9545454545454546
935,903580,3740,0.18945176696551277,0.75,0.9883720930232558
936,904768,3744,0.12451629949561029,0.5,0.9836065573770492
937,905476,3748,0.1283822193675298,0.5,0.9655172413793104
938,906056,3752,0.1623589884214419,0.75,0.99
939,906860,3756,0.1135951423181722,0.25,0.9545454545454546
940,907920,3760,0.09602141144339238,0.5,0.9863945578231292
941,908340,3764,0.12125337187868213,0.5,0.9672131147540983
942,910232,3768,0.13035113194850087,0.25,0.9770992366412213
943,911484,3772,0.13114430781063793,0.5,0.9809523809523809
944,911936,3776,0.12189575597539502,1.0,1.0
945,912836,3780,0.12130102118398708,0.5,0.9803921568627451
946,913544,3784,0.10767607428757973,0.75,0.9893617021276596
947,914988,3788,0.11218235675081117,0.75,0.9830508474576272
948,916624,3792,0.16140662261447758,0.25,0.9736842105263158
949,917396,3796,0.14381063141289982,0.75,0.9875
950,918168,3800,0.14522047396543236,0.75,0.9936305732484076
951,918908,3804,0.12892954416530972,0.75,0.9878048780487805
952,919808,3808,0.17869489468687183,0.0,0.9553571428571429
953,921156,3812,0.132049808628287,0.0,0.9541984732824428
954,922024,3816,0.1557788782244448,0.5,0.9622641509433962
955,922764,3820,0.13047511548959642,0.75,0.9743589743589743
956,923312,3824,0.12248858836031333,0.75,0.9848484848484849
957,924436,3828,0.1258548961855244,0.25,0.9743589743589743
958,926744,3832,0.11159673962292789,0.5,0.9720670391061452
959,928188,3836,0.1439442850284514,0.25,0.9714285714285714
960,929728,3840,0.09399321535614986,0.5,0.9813084112149533
961,930340,3844,0.15622387776874097,1.0,1.0
962,931176,3848,0.11209937193518861,0.75,0.9803921568627451
963,931852,3852,0.18179959725796402,1.0,1.0
964,934480,3856,0.09300149143269947,0.5,0.9895833333333334
965,935348,3860,0.1510505556846054,0.75,0.9827586206896551
966,936184,3864,0.16385727392873836,0.5,0.9534883720930233
967,937340,3868,0.11527707694466291,0.25,0.9690721649484536
968,938208,3872,0.12190738619896993,0.25,0.967391304347826
969,939812,3876,0.088064491646377,0.5,0.9770114942528736
970,940680,3880,0.09676677048999092,0.5,0.9574468085106383
971,941708,3884,0.10499060457188393,0.5,0.9805825242718447
972,942096,3888,0.13074900291399977,0.5,0.9285714285714286
973,942708,3892,0.12523223016176027,0.75,0.9863013698630136
974,943992,3896,0.15230452821069257,0.25,0.9272727272727272
975,944572,3900,0.12266044948009279,0.5,0.9523809523809523
976,945312,3904,0.16061609992027046,0.25,0.8928571428571429
977,945988,3908,0.1722632728427278,0.75,0.9833333333333333
978,946792,3912,0.14195481357517084,0.5,0.9811320754716981
979,947564,3916,0.17280850275868795,0.75,0.9921875
980,948944,3920,0.14058425138258396,0.25,0.9793103448275862
981,949428,3924,0.1671291557506706,0.5,0.8378378378378378
982,950840,3928,0.09976105235708403,0.75,0.9923076923076923
983,951644,3932,0.11471805513135079,0.5,0.9682539682539683
984,952672,3936,0.11644036911207263,0.25,0.9245283018867925
985,953828,3940,0.1263699689862875,0.75,0.9818181818181818
986,954600,3944,0.14560467809275368,0.5,0.9761904761904762
987,955948,3948,0.1188117887523803,0.75,0.9924242424242424
988,958096,3952,0.06922731982781792,0.5,0.9866666666666667
989,958900,3956,0.143761708035436,0.75,0.9891304347826086
990,959576,3960,0.10717406337071088,0.5,0.9682539682539683
991,960188,3964,0.14052219132845567,0.25,0.9491525423728814
992,960800,3968,0.11503195371493738,0.75,0.9875
993,961476,3972,0.118141452280782,0.25,0.9550561797752809
994,962632,3976,0.09617554213079522,0.75,0.9836065573770492
995,963372,3980,0.13633280147593735,0.5,0.967741935483871
996,964048,3984,0.13457307901988505,0.75,0.9848484848484849
997,965076,3988,0.13285608121808434,0.75,0.9861111111111112
998,965656,3992,0.1617939503977031,0.25,0.8666666666666667
999,966396,3996,0.11790248698633611,0.25,0.972972972972973
1000,967648,4000,0.09604861161274854,0.25,0.9508196721311475
1001,968324,4004,0.147387437951147,0.5,0.9661016949152542
1002,969128,4008,0.15752152817146928,0.25,0.972972972972973
1003,970412,4012,0.1438282891120934,0.75,0.9852941176470589
1004,972656,4016,0.08263980630800537,0.75,0.9878787878787879
1005,973364,4020,0.13637956268507562,0.25,0.9454545454545454
1006,974296,4024,0.12046315806769638,0.75,0.9782608695652174
1007,975420,4028,0.13852890263974107,0.75,0.9907407407407407
1008,976736,4032,0.1354266218660068,0.25,0.9540229885057471
1009,977700,4036,0.1686935998042894,0.25,0.9047619047619048
1010,978856,4040,0.1264927453797469,0.25,0.972972972972973
1011,979564,4044,0.14020620542280812,0.5,0.9591836734693877
1012,980016,4048,0.15389175851504525,0.5,0.9775280898876404
1013,980628,4052,0.16699682561106097,0.75,0.972972972972973
1014,981400,4056,0.08989426967905752,0.5,0.98
1015,982556,4060,0.09990794591397364,0.25,0.9438202247191011
1016,983008,4064,0.1544658818620724,0.75,0.9855072463768116
1017,984548,4068,0.09215864945080994,0.5,0.9733333333333334
1018,985384,4072,0.12696254663396192,0.25,0.9625
1019,986508,4076,0.0974144858375021,0.75,0.9622641509433962
1020,987824,4080,0.12037565651554345,0.5,0.978494623655914
1021,989012,4084,0.11272562433635334,0.25,0.9565217391304348
1022,989720,4088,0.08940946199226571,0.75,0.9663865546218487
1023,990556,4092,0.13906730922797547,0.25,0.9711538461538461
1024,991040,4096,0.16683645697936747,0.5,0.9666666666666667
1025,991972,4100,0.13005655252762188,0.75,0.987012987012987
1026,992936,4104,0.09611352155651136,0.75,0.9902912621359223
1027,994156,4108,0.12562283192462625,0.5,0.9833333333333333
1028,995280,4112,0.14018216764088023,0.5,0.971830985915493
1029,995828,4116,0.09738140113346826,1.0,1.0
1030,996440,4120,0.15111354611702002,0.75,0.9827586206896551
1031,997148,4124,0.19014181155053506,1.0,1.0
1032,997536,4128,0.13278061383173814,0.25,0.9411764705882353
1033,998852,4132,0.1193778520392395,0.25,0.9669421487603306
1034,999656,4136,0.08533459346705241,0.75,0.9896907216494846
1035,1000812,4140,0.10701327158084888,0.75,0.9886363636363636
1036,1001616,4144,0.184181806336133,0.25,0.972972972972973
1037,1002228,4148,0.0881000997115132,0.5,0.9591836734693877
1038,1002776,4152,0.16673635173601908,0.75,0.9818181818181818
1039,1004476,4156,0.10597648063371475,0.25,0.9622641509433962
1040,1005152,4160,0.1234931470048502,0.5,0.9753086419753086
1041,1006212,4164,0.12434863128987998,0.25,0.9794520547945206
1042,1007176,4168,0.12416221378200859,0.75,0.9491525423728814
1043,1007980,4172,0.18154116225980801,0.5,0.9844961240310077
1044,1008688,4176,0.13128842789317693,0.25,0.961038961038961
1045,1009268,4180,0.14135135377675895,0.5,0.975
1046,1010200,4184,0.14571092403163066,0.5,0.9565217391304348
1047,1010972,4188,0.10203623660144238,0.5,0.9814814814814815
1048,1011520,4192,0.15249929385397296,0.5,0.968421052631579
1049,1012964,4196,0.12086711299645306,0.5,0.9696969696969697
1050,1013672,4200,0.13891598868316793,0.75,0.9615384615384616
1051,1014316,4204,0.16450609019436413,0.5,0.979381443298969
1052,1015216,4208,0.11212994123581835,0.25,0.9518072289156626
1053,1015924,4212,0.10364259719865626,1.0,1.0
1054,1016792,4216,0.10376109655900949,0.75,0.9891304347826086
1055,1018012,4220,0.12755076242707789,0.25,0.9402985074626866
1056,1018528,4224,0.13922242573645707,0.75,0.9764705882352941
1057,1019492,4228,0.13797067811109903,1.0,1.0
1058,1020616,4232,0.12147286676117157,1.0,1.0
1059,1021260,4236,0.13543595151618187,0.25,0.9558823529411765
1060,1022416,4240,0.11771114640916498,0.75,0.9907407407407407
1061,1022932,4244,0.12712007976799455,0.5,0.9692307692307692
1062,1024120,4248,0.11630968437891392,0.75,0.9917355371900827
1063,1024668,4252,0.1467444560550795,0.5,0.9661016949152542
1064,1025984,4256,0.13976579700338657,0.5,0.9776119402985075
1065,1027204,4260,0.11277244958088697,0.5,0.9777777777777777
1066,1028424,4264,0.14332698917982145,0.25,0.9734513274336283
1067,1029132,4268,0.1510369578949641,0.5,0.96875
1068,1030896,4272,0.11800492105524829,0.25,0.9776536312849162
1069,1031764,4276,0.1038838041188912,0.75,0.9811320754716981
1070,1032280,4280,0.1400350265466191,0.5,0.9753086419753086
1071,1033052,4284,0.1450034025664674,0.5,0.9555555555555556
1072,1034688,4288,0.08173837012549043,0.5,0.978021978021978
1073,1035396,4292,0.11690672722956626,0.25,0.9411764705882353
1074,1035848,4296,0.15462046713945568,0.75,0.9705882352941176
1075,1036620,4300,0.17079217532871618,0.75,0.9876543209876543
1076,1037008,4304,0.11241719064978983,1.0,1.0
1077,1038356,4308,0.1348102314167637,0.5,0.9821428571428571
1078,1039288,4312,0.10855366320258023,0.75,0.9894736842105263
1079,1040380,4316,0.1144530115376432,0.75,0.9923076923076923
1080,1041888,4320,0.11864427065672173,0.5,0.9862068965517241
1081,1042724,4324,0.12758669146170576,0.75,0.992
1082,1043240,4328,0.1635226193356571,0.5,0.9591836734693877
1083,1044108,4332,0.14358005297032486,0.5,0.9770114942528736
1084,1044624,4336,0.1663833943796951,0.25,0.9523809523809523
1085,1045044,4340,0.15957685074514144,0.5,0.9411764705882353
1086,1046392,4344,0.13508432580538565,0.25,0.9693877551020408
1087,1047068,4348,0.14698112407399994,0.5,0.9629629629629629
1088,1048032,4352,0.09356317211761328,1.0,1.0
1089,1048612,4356,0.11785331397871396,0.75,0.9772727272727273
1090,1049512,4360,0.1052359794705624,0.75,0.9910714285714286
1091,1050828,4364,0.1057322680790442,0.25,0.9565217391304348
1092,1051280,4368,0.14935012610717324,0.25,0.9
1093,1052660,4372,0.09868248787957538,0.5,0.9863013698630136
1094,1053528,4376,0.11862426922383375,0.5,0.9655172413793104
1095,1054396,4380,0.14900765647559272,0.25,0.9516129032258065
1096,1055040,4384,0.13087246467096098,0.5,0.9692307692307692
1097,1055620,4388,0.10899515463799074,0.25,0.9705882352941176
1098,1056456,4392,0.12897362240753207,0.5,0.9782608695652174
1099,1057356,4396,0.11270085196731336,0.25,0.9714285714285714
1100,1057968,4400,0.15777723947914146,0.75,0.9823008849557522
1101,1058676,4404,0.17814686956466436,0.25,0.9603960396039604
1102,1060184,4408,0.11138999348190241,0.5,0.984375
1103,1061148,4412,0.13504378518170188,0.75,0.9936708860759493
1104,1062304,4416,0.10631785174430476,0.5,0.9710144927536232
1105,1063300,4420,0.1427830137304809,0.25,0.9724137931034482
1106,1064104,4424,0.18966522719416481,0.25,0.9508196721311475
1107,1064940,4428,0.10969018058872841,0.75,0.9903846153846154
1108,1066192,4432,0.09648953878021217,0.75,0.9767441860465116
1109,1067188,4436,0.11960332080510976,0.25,0.970873786407767
1110,1068312,4440,0.11979715189602477,0.5,0.9622641509433962
1111,1069180,4444,0.1622267540637459,0.25,0.9702970297029703
1112,1070240,4448,0.11962562050505648,0.5,0.981651376146789
1113,1071140,4452,0.12817023185746113,0.25,0.9444444444444444
1114,1071592,4456,0.1601804312181582,0.5,0.9661016949152542
1115,1072460,4460,0.1604746634881399,0.25,0.9565217391304348
1116,1073168,4464,0.12136005078060409,1.0,1.0
1117,1074676,4468,0.10844233238747732,0.25,0.9625
1118,1075256,4472,0.13407536319874405,0.75,0.9722222222222222
1119,1076924,4476,0.10731383264567002,0.25,0.9807692307692307
1120,1077632,4480,0.1114890531529617,1.0,1.0
1121,1078276,4484,0.12856801933974307,0.75,0.9888888888888889
1122,1078856,4488,0.135868540237451,0.5,0.9844961240310077
1123,1080428,4492,0.10759337889861081,0.25,0.9090909090909091
1124,1081168,4496,0.15208006853543124,0.5,0.9767441860465116
1125,1082068,4500,0.0792756444327785,0.5,0.9826086956521739
1126,1082520,4504,0.1800900415085523,0.75,0.9846153846153847
1127,1084604,4508,0.09654527400669598,0.5,0.975609756097561
1128,1085152,4512,0.14213767990699147,1.0,1.0
1129,1086244,4516,0.12677673626023883,0.5,0.9565217391304348
1130,1087656,4520,0.10083586861019543,0.0,0.9708029197080292
1131,1088300,4524,0.14262774647265541,1.0,1.0
1132,1088848,4528,0.12847368642337292,0.75,0.9807692307692307
1133,1089524,4532,0.14252607830968794,0.75,0.9863013698630136
1134,1090136,4536,0.18245994499523924,0.5,0.9739130434782609
1135,1091324,4540,0.11647631220310192,0.25,0.9545454545454546
1136,1092192,4544,0.14801304257625092,0.5,0.9850746268656716
1137,1092868,4548,0.10123771175714967,0.5,0.9772727272727273
1138,1093800,4552,0.16033363738381773,0.5,0.9734513274336283
1139,1094124,4556,0.1126599586939288,0.75,0.972972972972973
1140,1094992,4560,0.11025138549665867,0.25,0.9523809523809523
1141,1095732,4564,0.13956928006986785,0.75,0.9918032786885246
1142,1096760,4568,0.1421899839109977,0.75,0.990909090909091
1143,1097532,4572,0.1387707245482277,0.5,0.981651376146789
1144,1098400,4576,0.15278126973272718,0.75,0.9607843137254902
1145,1099140,4580,0.09806755880661486,1.0,1.0
1146,1101928,4584,0.10272882864216362,0.75,0.987012987012987
1147,1102732,4588,0.13487060199718442,0.5,0.95
1148,1103184,4592,0.15517152545242258,0.25,0.9375
1149,1103956,4596,0.15785249094768247,1.0,1.0
1150,1104440,4600,0.1717750039484353,0.75,0.9875
1151,1105020,4604,0.13290934132318866,0.25,0.926829268292683
1152,1106304,4608,0.09489261044845433,0.5,0.9763779527559056
1153,1107972,4612,0.0951594100311206,0.75,0.9911504424778761
1154,1108488,4616,0.1301935411290251,1.0,1.0
1155,1109164,4620,0.1103688437728601,0.25,0.9693877551020408
1156,1110448,4624,0.0987459891151022,0.5,0.979381443298969
1157,1111092,4628,0.16177332926810423,0.5,0.98
1158,1112088,4632,0.13168992438488225,0.0,0.9
1159,1112540,4636,0.14975073722414387,0.5,0.9583333333333334
1160,1113760,4640,0.09011934899767943,1.0,1.0
1161,1114468,4644,0.11373707180374325,0.5,0.9805825242718447
1162,1115272,4648,0.1096456606566281,0.5,0.9823008849557522
1163,1116332,4652,0.14784001396642074,0.25,0.958904109589041
1164,1116912,4656,0.12122572057970737,0.75,0.989247311827957
1165,1117844,4660,0.15484446640704488,0.75,0.9910714285714286
1166,1118680,4664,0.09077549891184764,0.25,0.9701492537313433
1167,1119132,4668,0.18818471565432704,0.5,0.9682539682539683
1168,1120064,4672,0.14202152058301906,0.75,0.9814814814814815
1169,1120772,4676,0.14857324903396799,0.75,0.975
1170,1121480,4680,0.13188748100501682,0.5,0.9705882352941176
1171,1122572,4684,0.10100468979637178,1.0,1.0
1172,1123056,4688,0.19560132094874855,0.75,0.9911504424778761
1173,1123636,4692,0.1274059219527019,1.0,1.0
1174,1124568,4696,0.09489390578848399,0.5,0.9819819819819819
1175,1125628,4700,0.13428614549127293,0.25,0.9532710280373832
1176,1126784,4704,0.13868341316214117,0.75,0.992
1177,1127556,4708,0.11796867474775863,0.5,0.9558823529411765
1178,1128456,4712,0.12533003276133511,0.25,0.9506172839506173
1179,1129164,4716,0.13192342557983092,0.5,0.9807692307692307
1180,1129712,4720,0.12102415755225673,0.75,0.9866666666666667
1181,1130420,4724,0.12863948912225195,0.5,0.9666666666666667
1182,1131672,4728,0.11441455679816431,0.25,0.9622641509433962
1183,1132572,4732,0.1185750049443333,0.5,0.9819819819819819
1184,1133248,4736,0.13094953012008634,0.75,0.9787234042553191
1185,1134116,4740,0.13538467166512738,0.75,0.994413407821229
1186,1135368,4744,0.09917215240513014,0.5,0.9834710743801653
1187,1136172,4748,0.1244258140400223,0.5,0.9782608695652174
1188,1137072,4752,0.10608120034896536,0.5,0.9791666666666666
1189,1137972,4756,0.15691927561643376,0.75,0.9920634920634921
1190,1138808,4760,0.13838451556231332,0.25,0.9523809523809523
1191,1141084,4764,0.09753192960914128,0.75,0.9918032786885246
1192,1141984,4768,0.1426118918378377,0.75,0.989247311827957
1193,1142692,4772,0.1479362391610094,0.5,0.9851851851851852
1194,1143752,4776,0.12505904084154779,0.5,0.975
1195,1144364,4780,0.12588357748193293,1.0,1.0
1196,1146192,4784,0.10464265286228362,0.75,0.9770114942528736
1197,1146804,4788,0.14613135928981313,0.75,0.9838709677419355
1198,1148216,4792,0.11579000507650491,0.75,0.9911504424778761
1199,1149436,4796,0.13450440848699854,0.5,0.9736842105263158
1200,1150368,4800,0.1093476842221446,0.5,0.9726027397260274
1201,1151876,4804,0.09459813536912505,0.25,0.9689922480620154
1202,1152744,4808,0.11308296718378091,1.0,1.0
1203,1153196,4812,0.1446870431735139,0.75,0.9767441860465116
1204,1153712,4816,0.1455987141605782,0.75,0.9878048780487805
1205,1154836,4820,0.12474826938578507,0.25,0.9560439560439561
1206,1155512,4824,0.15571681460321518,0.75,0.9818181818181818
1207,1156604,4828,0.08949362778257203,0.75,0.9821428571428571
1208,1157280,4832,0.12657970649362169,0.75,0.9642857142857143
1209,1158020,4836,0.1315183691064737,0.25,0.968421052631579
1210,1160104,4840,0.10626883579896419,0.75,0.9714285714285714
1211,1161612,4844,0.12041695410141205,0.0,0.9714285714285714
1212,1162416,4848,0.14692617864086188,0.75,0.9873417721518988
1213,1163508,4852,0.1124792334392579,0.5,0.9821428571428571
1214,1164600,4856,0.12291161777383523,0.25,0.961038961038961
1215,1165020,4860,0.13741543889373362,0.75,0.9821428571428571
1216,1165600,4864,0.1165148544413101,0.75,0.9859154929577465
1217,1166436,4868,0.1474021046211183,0.75,0.9861111111111112
1218,1167144,4872,0.11083331181344955,0.5,0.9781021897810219
1219,1167916,4876,0.1257748522912485,0.25,0.9752066115702479
1220,1168784,4880,0.11346256316931047,0.75,0.9916666666666667
1221,1169844,4884,0.09986907572257347,0.5,0.9776119402985075
1222,1171096,4888,0.14231968487285565,0.75,0.9897959183673469
1223,1172796,4892,0.12622873017601416,0.25,0.9210526315789473
1224,1173504,4896,0.13191288412573357,0.25,0.9591836734693877
1225,1174020,4900,0.15275636946024387,0.25,0.961038961038961
1226,1174760,4904,0.1477457872592624,0.5,0.9791666666666666
1227,1175404,4908,0.13334091541919146,0.5,0.9333333333333333
1228,1176560,4912,0.10789444012920937,0.25,0.9459459459459459
1229,1177012,4916,0.13773977090475387,0.75,0.9824561403508771
1230,1179224,4920,0.09111865408356007,0.5,0.9858156028368794
1231,1180444,4924,0.112278905532574,0.5,0.9759036144578314
1232,1181184,4928,0.11818213296850352,0.5,0.9705882352941176
1233,1182308,4932,0.11032111735645227,0.5,0.9753086419753086
1234,1183272,4936,0.12297317530328994,0.5,0.972972972972973
1235,1184492,4940,0.10084856590375334,0.5,0.9797979797979798
1236,1185232,4944,0.12417779787338032,0.5,0.9565217391304348
1237,1186708,4948,0.09781549964047728,0.75,0.9821428571428571
1238,1187320,4952,0.13117873204921238,0.75,0.9375
1239,1188860,4956,0.10390820670758905,0.75,0.9904761904761905
1240,1189568,4960,0.13262334960945374,0.75,0.990990990990991
1241,1190340,4964,0.13826650443506855,0.5,0.9354838709677419
1242,1191048,4968,0.1451957185801003,0.5,0.9767441860465116
1243,1192044,4972,0.11505362457147081,0.0,0.9367088607594937
1244,1193360,4976,0.10928792953636242,0.25,0.9302325581395349
1245,1193844,4980,0.14533727941495939,1.0,1.0
1246,1194840,4984,0.1236865208216843,0.25,0.9552238805970149
1247,1195900,4988,0.11029322579555184,0.5,0.9866666666666667
1248,1196448,4992,0.16180713488113188,0.75,0.9878048780487805
1249,1197316,4996,0.11230075739670771,0.25,0.9661016949152542
1250,1198184,5000,0.12295580986576525,0.5,0.9682539682539683
1251,1198732,5004,0.11183263161746146,0.75,0.896551724137931
1252,1200176,5008,0.09780875604619253,1.0,1.0
1253,1200692,5012,0.10926412267664448,0.75,0.9838709677419355
1254,1201528,5016,0.12424613716837184,0.75,0.989010989010989
1255,1202236,5020,0.10613400906870783,0.75,0.9814814814814815
1256,1203328,5024,0.14127590164337217,0.25,0.9761904761904762
1257,1205124,5028,0.12236551837964184,0.5,0.9615384615384616
1258,1205800,5032,0.12113476564752282,0.75,0.9795918367346939
1259,1206444,5036,0.1632159740374925,0.75,0.9906542056074766
1260,1207344,5040,0.1307887150316109,0.25,0.9466666666666667
1261,1208084,5044,0.14450512705146884,0.5,0.9784172661870504
1262,1209496,5048,0.1259165974201955,0.5,0.9764705882352941
1263,1210492,5052,0.10248022380645996,0.5,0.9830508474576272
1264,1211168,5056,0.14231660962760817,0.5,0.9714285714285714
1265,1212356,5060,0.11786949756984197,0.5,0.9767441860465116
1266,1212872,5064,0.14340195147358412,0.5,0.9803921568627451
1267,1215084,5068,0.11438574050737207,0.25,0.9465648854961832
1268,1215856,5072,0.13243049321432238,0.5,0.978494623655914
1269,1216404,5076,0.1354180747791337,0.5,0.96
1270,1217336,5080,0.1237714372556803,0.75,0.9893617021276596
1271,1218556,5084,0.0876212950195289,0.75,0.9833333333333333
1272,1219168,5088,0.19375872918237355,0.5,0.9764705882352941
1273,1220548,5092,0.08215104978480786,0.75,0.9906542056074766
1274,1221608,5096,0.11059204541473139,0.75,0.9871794871794872
1275,1222508,5100,0.12600659207684475,0.5,0.9411764705882353
1276,1223760,5104,0.07103341084684062,0.5,0.9777777777777777
1277,1225012,5108,0.10161359358829379,0.25,0.9230769230769231
1278,1226200,5112,0.12306107839999243,0.75,0.9948717948717949
1279,1227324,5116,0.16291942013018462,0.5,0.9856115107913669
1280,1227904,5120,0.15182816482983882,0.75,0.9875
1281,1228612,5124,0.15629983020217167,0.0,0.9420289855072463
1282,1229096,5128,0.13231012160610583,0.25,0.9347826086956522
1283,1229708,5132,0.15088727079545725,0.75,0.9873417721518988
1284,1230832,5136,0.12706806614256885,0.5,0.9444444444444444
1285,1231892,5140,0.1314333821886815,0.5,0.9852941176470589
1286,1232536,5144,0.15067252457196967,0.5,0.9333333333333333
1287,1233436,5148,0.11364924158000544,0.25,0.9454545454545454
1288,1234720,5152,0.10876930317927255,0.5,0.9523809523809523
1289,1235588,5156,0.13291016659787558,1.0,1.0
1290,1236456,5160,0.1310409670727141,0.75,0.9846153846153847
1291,1237548,5164,0.13252003534682932,0.5,0.9868421052631579
1292,1238416,5168,0.1238477396481058,0.25,0.9444444444444444
1293,1239732,5172,0.12355654943944569,0.5,0.9452054794520548
1294,1240280,5176,0.16110072289759464,0.5,0.9743589743589743
1295,1241180,5180,0.11429367374818,0.75,0.9920634920634921
1296,1242176,5184,0.09180548100504968,0.75,0.9885057471264368
1297,1244164,5188,0.10857105704204116,0.25,0.972972972972973
1298,1244936,5192,0.11609232417213723,0.5,0.974025974025974
1299,1246060,5196,0.13969686794173142,0.5,0.9888888888888889
1300,1246928,5200,0.13242526178842248,0.5,0.9736842105263158
1301,1248180,5204,0.0938475081920688,0.5,0.96875
